dt, Acceleration, Pressure, Their Altitude, Our Altitude
0.01,-7.95,56140,4710.87,4697.619073
0.01,-7.95,56152,4709.26,4698.36804
0.01,-7.95,56155,4708.86,4699.008541
0.01,-7.95,56132,4711.94,4699.906281
0.01,-8.48,56139,4711,4700.551946
0.01,-7.95,56114,4714.36,4701.584213
0.01,-7.95,56133,4711.81,4702.170132
0.01,-7.95,56117,4713.96,4702.972082
0.01,-7.95,56110,4714.9,4703.758256
0.01,-7.95,56102,4715.97,4704.595392
0.01,-7.95,56101,4716.11,4705.345961
0.01,-7.95,56095,4716.91,4706.113179
0.01,-7.95,56085,4718.26,4706.93699
0.01,-7.95,56084,4718.39,4707.69112
0.01,-7.95,56078,4719.2,4708.451828
0.01,-7.95,56055,4722.29,4709.460288
0.01,-7.95,56033,4725.25,4710.667366
0.01,-7.95,56053,4722.56,4711.455692
0.01,-7.95,56051,4722.83,4712.196711
0.01,-7.95,56040,4724.31,4713.014442
0.01,-7.95,56036,4724.84,4713.804041
0.01,-7.95,56022,4726.73,4714.70991
0.01,-7.95,56024,4726.46,4715.489026
0.01,-7.95,56007,4728.74,4716.431247
0.01,-7.95,56024,4726.46,4717.026855
0.01,-7.95,56009,4728.48,4717.784803
0.01,-7.95,55979,4732.51,4718.883378
0,-7.95,55979,4732.51,4719.786955
0.01,-7.95,55997,4730.09,4720.41438
0.01,-7.95,55987,4731.44,4721.124308
0.01,-7.95,55967,4734.13,4722.043183
0.01,-7.95,55989,4731.17,4722.549875
0.01,-7.95,55992,4730.76,4722.973799
0.01,-7.95,55967,4734.13,4723.713087
0.01,-7.95,55959,4735.2,4724.487043
0.01,-7.95,55957,4735.47,4725.209991
0.01,-7.95,55926,4739.65,4726.2991
0.01,-7.95,55934,4738.57,4727.149238
0.01,-7.95,55940,4737.76,4727.83069
0.01,-7.95,55947,4736.82,4728.342083
0.01,-7.95,55902,4742.88,4729.448574
0.01,-7.95,55899,4743.29,4730.464788
0.01,-7.95,55922,4740.19,4731.051023
0.01,-7.95,55884,4745.31,4732.121675
0.01,-7.95,55938,4738.03,4732.299382
0.01,-7.95,55890,4744.5,4733.17081
0.01,-7.95,55881,4745.71,4734.056578
0.01,-7.95,55876,4746.39,4734.931179
0.01,-7.95,55867,4747.6,4735.832992
0.01,-7.95,55875,4746.52,4736.528539
0.01,-7.95,55872,4746.92,4737.196276
0.01,-7.95,55840,4751.24,4738.251885
0.01,-7.95,55863,4748.14,4738.858705
0.01,-7.95,55850,4749.89,4739.600531
0.01,-7.95,55838,4751.51,4740.428347
0.01,-7.95,55849,4750.03,4741.015831
0.01,-7.95,55849,4750.03,4741.547076
0.01,-7.95,55855,4749.22,4741.942578
0.01,-7.95,55819,4754.07,4742.818576
0.01,-7.95,55808,4755.56,4743.749274
0,-7.95,55808,4755.56,4744.517607
0.01,-7.95,55799,4756.77,4745.398484
0.01,-7.95,55818,4754.21,4745.913749
0.01,-7.95,55810,4755.29,4746.500004
0.01,-7.95,55803,4756.23,4747.123791
0.01,-7.95,55773,4760.28,4748.114594
0.01,-7.95,55797,4757.04,4748.648775
0.01,-7.95,55768,4760.95,4749.555339
0.01,-7.95,55774,4760.14,4750.266861
0.01,-7.95,55777,4759.74,4750.872345
0.01,-7.95,55750,4763.38,4751.797633
0.01,-7.95,55753,4762.98,4752.578264
0.01,-7.95,55743,4764.33,4753.42245
0.01,-7.95,55740,4764.73,4754.216545
0.01,-7.95,55705,4769.46,4755.428143
0.01,-7.95,55724,4766.9,4756.22552
0.01,-7.95,55732,4765.82,4756.835401
0.01,-7.95,55726,4766.63,4757.466472
0.01,-7.95,55703,4769.73,4758.364074
0.01,-7.95,55708,4769.06,4759.088713
0.01,-7.95,55718,4767.71,4759.601398
0.01,-7.95,55699,4770.27,4760.336035
0.01,-7.95,55688,4771.76,4761.148197
0.01,-7.95,55688,4771.76,4761.874996
0.01,-7.95,55683,4772.44,4762.598504
0.01,-7.95,55682,4772.57,4763.260847
0.01,-7.95,55664,4775,4764.113676
0.01,-7.95,55661,4775.41,4764.914644
0.01,-7.95,55648,4777.17,4765.819178
0.01,-7.95,55651,4776.76,4766.580021
0.01,-7.95,55660,4775.55,4767.136855
0.01,-7.95,55662,4775.28,4767.611469
0.01,-7.95,55628,4779.87,4768.528118
0,-7.95,55628,4779.87,4769.277458
0.01,-7.95,55654,4776.36,4769.644161
0.01,-7.95,55627,4780.01,4770.367761
0.01,-7.95,55611,4782.17,4771.238028
0.01,-7.95,55616,4781.5,4771.945147
0.01,-7.95,55620,4780.96,4772.523205
0.01,-7.95,55603,4783.26,4773.287962
0.01,-7.95,55605,4782.99,4773.940345
0.01,-7.95,55592,4784.74,4774.715561
0.01,-7.95,55581,4786.23,4775.562022
0.01,-7.95,55587,4785.42,4776.233501
0.01,-7.95,55590,4785.02,4776.794954
0.01,-7.95,55573,4787.32,4777.544652
0.01,-7.95,55575,4787.05,4778.18404
0.01,-7.95,55566,4788.26,4778.890506
0.01,-7.95,55584,4785.83,4779.263508
0.01,-7.95,55566,4788.26,4779.86859
0.01,-7.95,55555,4789.75,4780.562618
0.01,-7.95,55541,4791.65,4781.387961
0.01,-7.95,55540,4791.79,4782.135313
0.01,-7.95,55534,4792.6,4782.893261
0.01,-7.95,55520,4794.49,4783.769039
0.01,-7.95,55513,4795.44,4784.649885
0.01,-7.95,55512,4795.58,4785.449826
0.01,-7.95,55513,4795.44,4786.151425
0.01,-7.95,55492,4798.29,4787.081151
0.01,-7.95,55496,4797.75,4787.848577
0.01,-7.95,55513,4795.44,4788.296539
0.01,-7.95,55489,4798.7,4789.048308
0.01,-7.95,55500,4797.2,4789.558207
0.01,-7.95,55477,4800.32,4790.354861
0.01,-7.95,55481,4799.78,4791.001192
0.01,-7.95,55479,4800.05,4791.617294
0,-7.95,55479,4800.05,4792.112937
0.01,-7.95,55460,4802.63,4792.89014
0.01,-7.95,55456,4803.17,4793.636321
0.01,-7.95,55451,4803.85,4794.379306
0.01,-7.95,55466,4801.81,4794.827087
0.01,-7.95,55444,4804.8,4795.553943
0.01,-7.95,55460,4802.63,4795.96809
0.01,-7.95,55435,4806.02,4796.711764
0.01,-7.95,55434,4806.15,4797.380951
0.01,-7.95,55416,4808.6,4798.24589
0.01,-7.95,55421,4807.92,4798.938229
0.01,-7.95,55400,4810.77,4799.866032
0.01,-7.95,55393,4811.72,4800.784869
0.01,-7.95,55417,4808.46,4801.264504
0.01,-7.95,55390,4812.12,4802.088648
0.01,-7.95,55391,4811.99,4802.802909
0.01,-7.95,55399,4810.9,4803.333664
0.01,-7.95,55373,4814.43,4804.183941
0.01,-7.95,55366,4815.38,4805.038601
0.01,-7.95,55363,4815.79,4805.846206
0.01,-7.95,55357,4816.61,4806.652492
0.01,-7.95,55375,4814.16,4807.115123
0.01,-7.95,55365,4815.52,4807.682312
0.01,-7.95,55350,4817.56,4808.403619
0.01,-7.95,55345,4818.24,4809.121218
0.01,-7.95,55331,4820.14,4809.963899
0.01,-7.95,55334,4819.73,4810.670939
0.01,-7.95,55320,4821.63,4811.507611
0.01,-7.95,55324,4821.09,4812.193066
0.01,-7.95,55316,4822.18,4812.926339
0.01,-7.95,55323,4821.22,4813.47862
0.01,-7.95,55312,4822.72,4814.138625
0.01,-7.95,55322,4821.36,4814.582728
0,-7.95,55322,4821.36,4814.941941
0.01,-7.95,55293,4825.3,4815.732004
0.01,-7.95,55322,4821.36,4816.017933
0.01,-7.95,55277,4827.48,4816.937071
0.01,-7.95,55298,4824.62,4817.439274
0.01,-7.95,55276,4827.61,4818.223405
0.01,-7.95,55270,4828.43,4818.996329
0.01,-7.95,55296,4824.89,4819.322064
0.01,-7.95,55260,4829.79,4820.138866
0.01,-7.95,55298,4824.62,4820.314621
0.01,-7.95,55261,4829.65,4821.027106
0.01,-7.95,55240,4832.51,4821.94943
0.01,-7.95,55236,4833.05,4822.834604
0.01,-7.95,55225,4834.55,4823.777156
0.01,-7.95,55238,4832.78,4824.430656
0.01,-7.95,55235,4833.19,4825.06277
0.01,-7.95,55242,4832.24,4825.527708
0.01,-7.95,55205,4837.27,4826.48305
0.01,-7.95,55230,4833.87,4826.964808
0.01,-7.95,55192,4839.04,4827.958255
0.01,-7.95,55218,4835.5,4828.45315
0.01,-7.95,55213,4836.18,4828.988205
0.01,-7.95,55203,4837.54,4829.60334
0.01,-7.42,55199,4838.09,4830.274931
0.01,-7.95,55185,4839.99,4830.980833
0.01,-7.95,55188,4839.59,4831.627911
0.01,-7.95,55183,4840.27,4832.244644
0.01,-7.42,55181,4840.54,4832.905494
0.01,-7.95,55166,4842.58,4833.606371
0.01,-7.95,55176,4841.22,4834.154473
0.01,-7.95,55163,4842.99,4834.797155
0.01,-7.95,55163,4842.99,4835.394798
0.01,-7.95,55152,4844.49,4836.076935
0,-7.95,55152,4844.49,4836.650567
0.01,-7.95,55155,4844.08,4837.162395
0.01,-7.95,55152,4844.49,4837.670497
0.01,-7.95,55146,4845.31,4838.212834
0.01,-7.95,55137,4846.53,4838.831058
0.01,-7.95,55139,4846.26,4839.355187
0.01,-7.95,55133,4847.08,4839.915829
0.01,-7.95,55115,4849.53,4840.676649
0.01,-7.95,55134,4846.94,4841.080923
0.01,-7.42,55110,4850.21,4841.85601
0.01,-7.95,55121,4848.71,4842.287742
0.01,-7.95,55126,4848.03,4842.674175
0.01,-7.95,55109,4850.35,4843.229554
0.01,-7.95,55090,4852.94,4844.024321
0.01,-7.95,55084,4853.76,4844.802072
0.01,-7.95,55095,4852.26,4845.348303
0.01,-7.95,55098,4851.85,4845.793098
0.01,-7.95,55070,4855.67,4846.601704
0.01,-7.95,55086,4853.48,4847.084856
0.01,-7.42,55062,4856.76,4847.931958
0.01,-7.95,55067,4856.07,4848.510945
0.01,-7.95,55063,4856.62,4849.155436
0.01,-7.95,55064,4856.48,4849.67606
0.01,-7.95,55063,4856.62,4850.186659
0.01,-7.95,55048,4858.67,4850.845676
0.01,-7.95,55053,4857.98,4851.371502
0.01,-7.95,55051,4858.26,4851.870372
0.01,-7.42,55022,4862.21,4852.796336
0.01,-7.42,55025,4861.8,4853.532973
0.01,-7.95,55015,4863.17,4854.30596
0.01,-7.95,55019,4862.62,4854.954763
0.01,-7.95,55018,4862.76,4855.541325
0.01,-7.95,55001,4865.08,4856.318622
0,-7.95,55001,4865.08,4856.968107
0.01,-7.95,55002,4864.94,4857.576309
0.01,-7.95,55000,4865.22,4858.148625
0.01,-7.95,55003,4864.81,4858.620874
0.01,-7.42,55004,4864.67,4859.089968
0.01,-7.95,54991,4866.45,4859.607869
0.01,-7.42,54969,4869.45,4860.50382
0.01,-7.42,54977,4868.36,4861.109793
0.01,-7.42,54959,4870.82,4861.961758
0.01,-7.42,54969,4869.45,4862.54127
0.01,-7.95,54969,4869.45,4863.028803
0.01,-7.95,54951,4871.91,4863.749096
0.01,-7.95,54943,4873,4864.491246
0.01,-7.42,54968,4869.59,4864.859774
0.01,-7.95,54950,4872.05,4865.361499
0.01,-7.95,54955,4871.36,4865.796539
0.01,-7.95,54949,4872.18,4866.243756
0.01,-7.95,54927,4875.19,4866.984952
0.01,-7.95,54942,4873.14,4867.413596
0.01,-7.42,54940,4873.41,4867.901563
0.01,-7.95,54916,4876.69,4868.584969
0.01,-7.42,54925,4875.46,4869.182465
0.01,-7.95,54914,4876.97,4869.748582
0.01,-7.95,54891,4880.11,4870.667171
0.01,-7.95,54909,4877.65,4871.170622
0.01,-7.95,54916,4876.69,4871.56153
0.01,-7.42,54911,4877.38,4872.023126
0.01,-7.42,54907,4877.92,4872.473998
0.01,-7.42,54888,4880.52,4873.168554
0.01,-7.95,54902,4878.61,4873.517374
0.01,-7.42,54876,4882.16,4874.314502
0.01,-7.42,54861,4884.21,4875.169554
0.01,-7.42,54874,4882.44,4875.784426
0,-7.42,54874,4882.44,4876.279995
0.01,-7.42,54864,4883.8,4876.915527
0.01,-7.42,54866,4883.53,4877.444323
0.01,-7.42,54873,4882.57,4877.825819
0.01,-7.42,54877,4882.02,4878.111137
0.01,-7.42,54839,4887.22,4878.924119
0.01,-7.95,54853,4885.31,4879.378949
0.01,-7.42,54858,4884.62,4879.82004
0.01,-7.95,54839,4887.22,4880.372091
0.01,-7.42,54845,4886.4,4880.909887
0.01,-7.95,54830,4888.46,4881.472738
0.01,-7.42,54833,4888.04,4882.074289
0.01,-7.42,54830,4888.46,4882.568881
0.01,-7.95,54813,4890.78,4883.256661
0.01,-7.42,54816,4890.37,4883.883097
0.01,-7.42,54815,4890.51,4884.423657
0.01,-7.42,54811,4891.06,4884.98789
0.01,-7.42,54806,4891.74,4885.551731
0.01,-7.42,54772,4896.4,4886.556298
0.01,-7.42,54803,4892.15,4886.987543
0.01,-7.42,54801,4892.43,4887.420732
0.01,-7.42,54782,4895.03,4888.076596
0.01,-7.42,54793,4893.52,4888.505712
0.01,-7.95,54780,4895.3,4889.025604
0.01,-7.42,54780,4895.3,4889.582337
0.01,-7.42,54753,4899,4890.415444
0.01,-7.95,54758,4898.31,4891.057118
0.01,-7.42,54754,4898.86,4891.764822
0.01,-7.42,54763,4897.63,4892.217599
0.01,-7.42,54754,4898.86,4892.788566
0.01,-7.95,54754,4898.86,4893.221102
0.01,-7.42,54742,4900.51,4893.892628
0.01,-7.42,54753,4899,4894.263192
0,-7.42,54753,4899,4894.618798
0.01,-7.42,54741,4900.64,4895.11149
0.01,-7.42,54717,4903.93,4895.918
0.01,-7.95,54734,4901.6,4896.317676
0.01,-7.42,54735,4901.47,4896.771925
0.01,-7.42,54724,4902.97,4897.273281
0.01,-7.42,54723,4903.11,4897.777939
0.01,-7.95,54716,4904.07,4898.250759
0.01,-7.42,54733,4901.74,4898.538089
0.01,-7.42,54709,4905.03,4899.084365
0.01,-7.42,54714,4904.35,4899.536463
0.01,-7.42,54697,4906.68,4900.168967
0.01,-7.42,54717,4903.93,4900.454079
0.01,-7.42,54704,4905.72,4900.901782
0.01,-7.42,54683,4908.6,4901.606752
0.01,-7.42,54685,4908.32,4902.203081
0.01,-7.42,54684,4908.46,4902.753619
0.01,-7.42,54691,4907.5,4903.143895
0.01,-7.42,54695,4906.95,4903.441734
0.01,-7.42,54683,4908.6,4903.886488
0.01,-7.42,54668,4910.65,4904.501954
0.01,-7.42,54655,4912.44,4905.238225
0.01,-7.42,54670,4910.38,4905.675409
0.01,-7.42,54655,4912.44,4906.290909
0.01,-7.42,54654,4912.58,4906.849409
0.01,-7.42,54672,4910.11,4907.092752
0.01,-7.42,54657,4912.16,4907.535751
0.01,-7.95,54631,4915.73,4908.249902
0.01,-7.42,54631,4915.73,4908.976793
0.01,-7.42,54630,4915.87,4909.582164
0.01,-7.42,54628,4916.14,4910.187809
0.01,-7.42,54616,4917.79,4910.880421
0.01,-7.42,54627,4916.28,4911.350374
0,-7.42,54627,4916.28,4911.746776
0.01,-7.42,54618,4917.52,4912.258093
0.01,-7.42,54612,4918.34,4912.80085
0.01,-7.42,54608,4918.89,4913.345724
0.01,-7.42,54602,4919.71,4913.919643
0.01,-7.95,54622,4916.97,4914.086306
0.01,-7.42,54593,4920.95,4914.76158
0.01,-7.42,54598,4920.26,4915.223252
0.01,-7.42,54584,4922.19,4915.88533
0.01,-7.42,54591,4921.22,4916.343955
0.01,-7.42,54581,4922.6,4916.92233
0.01,-7.42,54582,4922.46,4917.409961
0.01,-7.42,54588,4921.64,4917.770866
0.01,-7.42,54560,4925.48,4918.498763
0.01,-7.42,54562,4925.21,4919.11492
0.01,-7.42,54583,4922.32,4919.363614
0.01,-7.42,54572,4923.83,4919.754831
0.01,-7.42,54555,4926.17,4920.350216
0.01,-7.42,54559,4925.62,4920.823448
0.01,-7.42,54554,4926.31,4921.322717
0.01,-7.42,54546,4927.41,4921.884638
0.01,-7.42,54530,4929.61,4922.619066
0.01,-7.42,54552,4926.58,4922.950813
0.01,-7.42,54542,4927.96,4923.404126
0.01,-7.42,54543,4927.82,4923.790722
0.01,-7.42,54536,4928.78,4924.245899
0.01,-7.42,54534,4929.06,4924.679875
0.01,-7.95,54521,4930.84,4925.204641
0.01,-7.42,54540,4928.23,4925.48841
0.01,-7.42,54525,4930.29,4925.913332
0.01,-7.42,54514,4931.81,4926.484613
0.01,-7.42,54512,4932.08,4927.003753
0.01,-7.42,54506,4932.91,4927.568538
0,-7.42,54506,4932.91,4928.048998
0.01,-7.42,54509,4932.49,4928.456051
0.01,-7.42,54500,4933.73,4928.951802
0.01,-7.42,54481,4936.35,4929.671282
0.01,-7.42,54509,4932.49,4929.901945
0.01,-7.42,54486,4935.66,4930.456761
0.01,-7.42,54488,4935.38,4930.913503
0.01,-7.42,54493,4934.69,4931.258502
0.01,-7.42,54478,4936.76,4931.785378
0.01,-7.42,54481,4936.35,4932.212374
0.01,-7.42,54483,4936.07,4932.569144
0.01,-7.42,54467,4938.27,4933.123653
0.01,-7.42,54474,4937.31,4933.514697
0.01,-7.42,54452,4940.34,4934.190462
0.01,-7.42,54466,4938.41,4934.582123
0.01,-7.42,54452,4940.34,4935.146365
0.01,-7.42,54460,4939.24,4935.526685
0.01,-7.42,54434,4942.81,4936.25436
0.01,-7.42,54427,4943.78,4936.993495
0.01,-7.42,54452,4940.34,4937.29294
0.01,-7.42,54432,4943.09,4937.858551
0.01,-7.42,54424,4944.19,4938.474269
0.01,-7.42,54439,4942.13,4938.808065
0.01,-7.42,54431,4943.23,4939.228959
0.01,-7.42,54440,4941.99,4939.474021
0.01,-7.42,54415,4945.43,4940.065916
0.01,-7.42,54406,4946.67,4940.717117
0.01,-7.42,54421,4944.6,4941.082841
0.01,-7.42,54426,4943.92,4941.342157
0.01,-7.42,54422,4944.47,4941.637703
0.01,-7.42,54412,4945.84,4942.050827
0.01,-7.42,54420,4944.74,4942.304851
0.01,-7.42,54393,4948.46,4942.932369
0,-7.42,54393,4948.46,4943.474367
0.01,-7.42,54414,4945.57,4943.666315
0.01,-7.42,54402,4947.22,4944.021751
0.01,-7.42,54391,4948.74,4944.498145
0.01,-7.42,54398,4947.77,4944.823948
0.01,-7.42,54383,4949.84,4945.33841
0.01,-7.42,54381,4950.11,4945.823668
0.01,-7.42,54364,4952.46,4946.507787
0.01,-7.42,54394,4948.32,4946.67556
0.01,-7.42,54375,4950.94,4947.118453
0.01,-7.42,54375,4950.94,4947.505521
0.01,-7.42,54374,4951.08,4947.875429
0.01,-7.42,54365,4952.32,4948.335529
0.01,-7.42,54363,4952.59,4948.777979
0.01,-7.42,54364,4952.46,4949.159703
0.01,-7.42,54360,4953.01,4949.562609
0.01,-7.42,54358,4953.28,4949.952767
0.01,-7.42,54357,4953.42,4950.319025
0.01,-7.42,54356,4953.56,4950.663391
0.01,-7.42,54341,4955.63,4951.192707
0.01,-7.42,54345,4955.07,4951.604199
0.01,-7.42,54345,4955.07,4951.977148
0.01,-7.42,54343,4955.35,4952.340413
0.01,-7.42,54320,4958.52,4953.003293
0.01,-7.42,54322,4958.25,4953.558574
0.01,-7.42,54333,4956.73,4953.8984
0.01,-7.42,54330,4957.14,4954.249092
0.01,-7.42,54313,4959.49,4954.81231
0.01,-7.42,54293,4962.25,4955.602634
0.01,-7.42,54315,4959.21,4955.981854
0.01,-7.42,54293,4962.25,4956.650064
0.01,-7.42,54301,4961.14,4957.119412
0.01,-7.42,54299,4961.42,4957.576599
0,-7.42,54299,4961.42,4957.976305
0.01,-7.42,54297,4961.69,4958.370854
0.01,-7.42,54293,4962.25,4958.783302
0.01,-7.42,54300,4961.28,4959.05178
0.01,-7.42,54278,4964.32,4959.618371
0.01,-7.42,54277,4964.45,4960.132506
0.01,-7.42,54285,4963.35,4960.479421
0.01,-7.42,54270,4965.42,4961.010581
0.01,-7.42,54283,4963.63,4961.292881
0.01,-7.42,54274,4964.87,4961.685406
0.01,-7.42,54280,4964.04,4961.946112
0.01,-7.42,54260,4966.8,4962.479471
0.01,-7.42,54262,4966.52,4962.919415
0.01,-7.42,54259,4966.94,4963.362797
0.01,-7.42,54256,4967.35,4963.800232
0.01,-7.42,54259,4966.94,4964.150701
0.01,-7.42,54241,4969.42,4964.728613
0.01,-7.42,54244,4969.01,4965.196544
0.01,-7.42,54266,4965.97,4965.298352
0.01,-7.42,54245,4968.87,4965.705541
0.01,-7.42,54228,4971.22,4966.312287
0.01,-7.42,54236,4970.11,4966.736683
0.01,-7.42,54222,4972.05,4967.323103
0.01,-7.42,54235,4970.25,4967.652372
0.01,-7.42,54235,4970.25,4967.955487
0.01,-7.42,54225,4971.63,4968.372281
0.01,-7.42,54215,4973.01,4968.892059
0.01,-7.42,54210,4973.7,4969.427062
0.01,-7.42,54228,4971.22,4969.642786
0.01,-7.42,54210,4973.7,4970.106966
0.01,-7.42,54215,4973.01,4970.44321
0.01,-7.42,54202,4974.81,4970.941406
0.01,-7.42,54210,4973.7,4971.263992
0,-7.42,54210,4973.7,4971.561763
0.01,-7.42,54212,4973.43,4971.795499
0.01,-7.42,54199,4975.22,4972.20322
0.01,-7.42,54198,4975.36,4972.577953
0.01,-7.42,54183,4977.43,4973.137128
0.01,-7.42,54186,4977.02,4973.586499
0.01,-7.42,54198,4975.36,4973.818247
0.01,-7.42,54176,4978.4,4974.350863
0.01,-7.42,54180,4977.85,4974.762866
0.01,-7.42,54180,4977.85,4975.136643
0.01,-7.42,54186,4977.02,4975.382835
0.01,-7.42,54149,4982.13,4976.149698
0.01,-7.42,54161,4980.48,4976.644975
0.01,-7.42,54147,4982.41,4977.300945
0.01,-7.42,54164,4980.06,4977.627582
0.01,-7.42,54151,4981.86,4978.121587
0.01,-7.42,54160,4980.61,4978.423055
0.01,-7.42,54159,4980.75,4978.718155
0.01,-7.42,54160,4980.61,4978.965868
0.01,-7.42,54141,4983.24,4979.472072
0.01,-7.42,54139,4983.52,4979.946972
0.01,-7.42,54134,4984.21,4980.44821
0.01,-7.42,54145,4982.69,4980.732189
0.01,-7.42,54133,4984.35,4981.169329
0.01,-7.42,54138,4983.65,4981.482406
0.01,-7.42,54137,4983.79,4981.784576
0.01,-7.42,54140,4983.38,4982.011005
0.01,-7.42,54127,4985.18,4982.410249
0.01,-7.42,54140,4983.38,4982.574274
0.01,-7.42,54131,4984.62,4982.863597
0.01,-7.42,54115,4986.84,4983.353237
0.01,-7.42,54110,4987.53,4983.863503
0.01,-7.42,54117,4986.56,4984.215681
0,-7.42,54117,4986.56,4984.540821
0.01,-7.42,54109,4987.67,4984.940446
0.01,-7.42,54111,4987.39,4985.271006
0.01,-7.42,54105,4988.22,4985.65621
0.01,-7.42,54107,4987.94,4985.971694
0.01,-7.42,54108,4987.8,4986.242999
0.01,-7.42,54096,4989.46,4986.663621
0.01,-7.42,54093,4989.88,4987.081773
0.01,-7.42,54099,4989.05,4987.369612
0.01,-7.42,54076,4992.23,4987.96664
0.01,-7.42,54082,4991.4,4988.404565
0.01,-7.42,54060,4994.45,4989.122689
0.01,-7.42,54095,4989.6,4989.24098
0.01,-7.42,54063,4994.03,4989.833178
0.01,-7.42,54086,4990.85,4990.009014
0.01,-7.42,54090,4990.29,4990.127864
0.01,-7.42,54090,4990.29,4990.231784
0.01,-7.42,54081,4991.54,4990.467663
0.01,-7.42,54086,4990.85,4990.604014
0.01,-7.42,54063,4994.03,4991.071803
0.01,-7.42,54064,4993.89,4991.466918
0.01,-7.42,54059,4994.59,4991.899308
0.01,-7.42,54053,4995.42,4992.36925
0.01,-7.42,54062,4994.17,4992.658893
0.01,-7.42,54061,4994.31,4992.936355
0.01,-7.42,54063,4994.03,4993.157215
0.01,-7.42,54053,4995.42,4993.505694
0.01,-7.42,54039,4997.36,4994.020412
0.01,-7.42,54042,4996.94,4994.434009
0.01,-7.42,54035,4997.91,4994.907993
0.01,-7.42,54044,4996.66,4995.197082
0.01,-7.42,54044,4996.66,4995.461859
0.01,-7.42,54055,4995.14,4995.538717
0,-7.42,54055,4995.14,4995.631038
0.01,-7.42,54030,4998.6,4996.065731
0.01,-7.42,54031,4998.46,4996.438002
0.01,-7.42,54007,5001.79,4997.123754
0.01,-7.42,54029,4998.74,4997.404477
0.01,-7.42,54033,4998.19,4997.608597
0.01,-7.42,54042,4996.94,4997.658973
0.01,-7.42,54021,4999.85,4998.022552
0.01,-7.42,54016,5000.54,4998.413816
0.01,-7.42,54021,4999.85,4998.694888
0.01,-7.42,54014,5000.82,4999.04971
0.01,-7.42,54006,5001.93,4999.484205
0.01,-7.42,53990,5004.14,5000.104936
0.01,-7.42,54009,5001.51,5000.37573
0.01,-7.42,53999,5002.9,5000.772787
0.01,-7.42,54003,5002.34,5001.063646
0.01,-7.42,53991,5004,5001.506155
0.01,-7.42,53993,5003.73,5001.866429
0.01,-7.42,53999,5002.9,5002.105913
0.01,-7.42,54001,5002.62,5002.292852
0.01,-7.42,53981,5005.39,5002.757689
0.01,-7.42,53977,5005.95,5003.225565
0.01,-7.42,53991,5004,5003.440634
0.01,-7.42,53971,5006.78,5003.930626
0.01,-7.42,53992,5003.87,5004.054699
0.01,-7.42,53980,5005.53,5004.35457
0.01,-7.42,53990,5004.14,5004.470551
0.01,-7.42,53991,5004,5004.572138
0.01,-7.42,53958,5008.58,5005.14667
0.01,-7.42,53979,5005.67,5005.345331
0.01,-7.42,53975,5006.22,5005.592895
0.01,-7.42,53982,5005.25,5005.708863
0.01,-7.42,53974,5006.36,5005.939839
0,-7.42,53974,5006.36,5006.164369
0.01,-7.42,53969,5007.05,5006.420654
0.01,-7.42,53957,5008.72,5006.827411
0.01,-7.42,53965,5007.61,5007.071273
0.01,-7.42,53952,5009.41,5007.485495
0.01,-7.42,53957,5008.72,5007.777179
0.01,-7.42,53962,5008.02,5007.970932
0.01,-7.42,53955,5009,5008.248484
0.01,-7.42,53944,5010.52,5008.658915
0.01,-7.42,53941,5010.94,5009.067186
0.01,-7.42,53948,5009.97,5009.330055
0.01,-7.42,53931,5012.32,5009.817213
0.01,-7.42,53951,5009.55,5009.95373
0.01,-7.42,53944,5010.52,5010.190129
0.01,-7.42,53932,5012.19,5010.573463
0.01,-7.42,53943,5010.66,5010.756425
0.01,-7.42,53913,5014.82,5011.364335
0.01,-7.42,53946,5010.24,5011.412956
0.01,-7.42,53919,5013.99,5011.86998
0.01,-7.42,53932,5012.19,5012.073002
0.01,-7.42,53932,5012.19,5012.269418
0.01,-7.42,53902,5016.35,5012.88002
0.01,-7.42,53921,5013.71,5013.141419
0.01,-7.42,53918,5014.13,5013.426859
0.01,-7.42,53922,5013.57,5013.620941
0.01,-7.42,53908,5015.51,5014.006247
0.01,-7.42,53919,5013.99,5014.184126
0.01,-7.42,53915,5014.54,5014.411164
0.01,-7.42,53915,5014.54,5014.612161
0.01,-7.42,53913,5014.82,5014.827093
0.01,-7.42,53923,5013.43,5014.873397
0.01,-7.42,53916,5014.4,5015.026703
0.01,-7.42,53899,5016.76,5015.412455
0,-7.42,53899,5016.76,5015.782039
0.01,-7.42,53927,5012.88,5015.672838
0.01,-7.42,53912,5014.96,5015.812112
0.01,-7.42,53892,5017.74,5016.224303
0.01,-7.42,53904,5016.07,5016.417178
0.01,-7.42,53899,5016.76,5016.667738
0.01,-7.42,53883,5018.98,5017.125421
0.01,-7.42,53900,5016.62,5017.281666
0.01,-7.42,53898,5016.9,5017.459358
0.01,-7.42,53886,5018.57,5017.793299
0.01,-7.42,53871,5020.65,5018.311373
0.01,-7.42,53899,5016.76,5018.358343
0.01,-7.42,53886,5018.57,5018.604475
0.01,-7.42,53894,5017.46,5018.70101
0.01,-7.42,53869,5020.93,5019.164832
0.01,-7.42,53869,5020.93,5019.567273
0.01,-7.42,53880,5019.4,5019.77124
0.01,-7.42,53863,5021.76,5020.203653
0.01,-7.42,53851,5023.43,5020.761498
0.01,-7.42,53852,5023.29,5021.240893
0.01,-7.42,53876,5019.96,5021.316399
